employee_code,employee_event_dt,employee_direction,service_date,trip_id,trip_type,bus_id,rotation_tag,duty_segment,store_id,store_name,trip_wave_dt,planned_start_dt,planned_end_dt,mapping_status
11028738,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11147850,Hardees - Al Qureen,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11026332,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11187030,TGIF - The Lake Mall,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11030107,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11187030,TGIF - The Lake Mall,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11026855,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11187760,TGIF - Abu Halifa,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11027003,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11187760,TGIF - Abu Halifa,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11027200,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11187760,TGIF - Abu Halifa,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11026333,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11188220,TGIF - Al Kout Mall,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11029420,2026-04-05 14:00:00,IN,2026-04-05,ORT_0016,IN,1,morning,2,11188220,TGIF - Al Kout Mall,2026-04-05 14:00:00,2026-04-05 12:30:00.000000,2026-04-05 14:20:34.800000,exact_wave
11024000,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127470,KFC - Om El Himan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11027703,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127470,KFC - Om El Himan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11027885,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127470,KFC - Om El Himan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028703,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127470,KFC - Om El Himan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11027904,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127750,KFC - Fahaheel,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11027947,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127750,KFC - Fahaheel,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028589,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11127750,KFC - Fahaheel,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11026673,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11128400,KFC - Mangaf 2,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11027711,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11128400,KFC - Mangaf 2,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028693,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11128400,KFC - Mangaf 2,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11029286,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11128400,KFC - Mangaf 2,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11029456,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11128400,KFC - Mangaf 2,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11029223,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11147470,Hardees - Om El Himan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028334,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11147750,Hardees - Al Fahaheel,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028904,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11148140,Hardees - Khairan,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11026721,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028177,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11030195,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11197110,Krispy Kreme - Fintas Co,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028080,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11198760,Krispy Kreme - Khiran Square M,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11029794,2026-04-05 18:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11198790,Krispy Kreme - Khiran Hybrid O,2026-04-05 18:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11029825,2026-04-05 19:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11228040,BR - Khiran Outlet,2026-04-05 19:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11030155,2026-04-05 19:00:00,IN,2026-04-05,ORT_0022,IN,1,evening,1,11228180,BR - Kout Mall,2026-04-05 19:00:00,2026-04-05 14:30:00.000000,2026-04-05 19:12:54.600000,exact_wave
11028013,2026-04-05 22:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 22:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11027460,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11147740,Hardees - Al Sbahiya,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11029196,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11147740,Hardees - Al Sbahiya,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11027094,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11147870,Hardees - Al Qureen 2,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11029315,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11147870,Hardees - Al Qureen 2,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11027176,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11148410,Hardees - Sabah Al Ahmed,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11027451,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11148410,Hardees - Sabah Al Ahmed,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11028950,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11148410,Hardees - Sabah Al Ahmed,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11030035,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11148410,Hardees - Sabah Al Ahmed,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11029801,2026-04-06 00:00:00,IN,2026-04-05,ORT_0036,IN,1,morning,3,11198790,Krispy Kreme - Khiran Hybrid O,2026-04-06 00:00:00,2026-04-05 19:25:35.897914,2026-04-06 00:29:59.897914,exact_wave
11029268,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128220,KFC - Al Kout Mall,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029700,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128220,KFC - Al Kout Mall,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11027058,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11027858,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11027971,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11028023,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029784,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029917,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128370,KFC - Sabah Al Ahmad 2,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11020174,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11128420,KFC - Khiran Outlet,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11028467,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148140,Hardees - Khairan,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11027292,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029948,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029948,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148410,Hardees - Sabah Al Ahmed,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11027329,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11028474,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11148460,Hardees - Khiran Hybrid Outlet,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11028960,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11197110,Krispy Kreme - Fintas Co,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029106,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11198000,Krispy Kreme - Sabah Al Ahmed,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029394,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11198760,Krispy Kreme - Khiran Square M,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11029801,2026-04-05 09:00:00,IN,2026-04-05,ORT_0004,IN,2,morning,1,11198790,Krispy Kreme - Khiran Hybrid O,2026-04-05 09:00:00,2026-04-05 04:15:00.000000,2026-04-05 09:16:45.000000,exact_wave
11028341,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127830,KFC - S Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028344,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127830,KFC - S Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029925,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127830,KFC - S Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028244,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028286,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028707,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029148,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029969,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11127870,KFC Mubarek El-Kaber(Qurain 2),2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11026478,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11128020,KFC - Adan,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11026814,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11128020,KFC - Adan,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11027435,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11128270,KFC - Augiela 2,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029137,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11128270,KFC - Augiela 2,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029731,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11128270,KFC - Augiela 2,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11026240,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11137130,Tikka - Fahaheel DK,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11030084,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11137130,Tikka - Fahaheel DK,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11027462,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11147830,Hardees - Sabah Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028747,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11147830,Hardees - Sabah Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11007975,2026-04-05 18:00:00,OUT,2026-04-05,MIX_0005,MIXED,2,morning,2,11147850,Hardees - Al Qureen,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029191,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11148020,Hardees - Adan,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11030001,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11148020,Hardees - Adan,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029403,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11148490,Hardees - Sabah Al Salem Block,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11028611,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11198090,Krispy Kreme - Gate Mall,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11029405,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11198740,Krispy Kreme - Aswaq Al Qurain,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11024415,2026-04-05 18:00:00,IN,2026-04-05,MIX_0005,MIXED,2,morning,2,11198820,Krispy Kreme - Sabah Al Salem,2026-04-05 18:00:00,2026-04-05 13:15:00.000000,2026-04-05 17:36:36.600000,exact_wave
11027066,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027865,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027932,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028021,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028395,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028556,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11029267,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11029585,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11029701,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127470,KFC - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11020130,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127750,KFC - Fahaheel,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11026889,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127750,KFC - Fahaheel,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027573,2026-04-05 21:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127960,KFC - Al Mangaf,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,nearest_wave
11027905,2026-04-05 20:00:00,OUT,2026-04-05,MIX_0008,MIXED,2,evening,1,11127960,KFC - Al Mangaf,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028405,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11127960,KFC - Al Mangaf,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,nearest_wave
11027562,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11128400,KFC - Mangaf 2,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027077,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147470,Hardees - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027350,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147470,Hardees - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028333,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147470,Hardees - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11028873,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147470,Hardees - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11029340,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147470,Hardees - Om El Himan,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11015073,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147750,Hardees - Al Fahaheel,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11026494,2026-04-05 20:00:00,OUT,2026-04-05,MIX_0008,MIXED,2,evening,1,11147750,Hardees - Al Fahaheel,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11027324,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11147750,Hardees - Al Fahaheel,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11001526,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11188220,TGIF - Al Kout Mall,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
11026632,2026-04-05 20:00:00,IN,2026-04-05,MIX_0008,MIXED,2,evening,1,11188220,TGIF - Al Kout Mall,2026-04-05 20:00:00,2026-04-05 18:00:00.000000,2026-04-05 20:09:15.600000,exact_wave
